cnpj;razao_social;nome_fantasia;end_logradouro;end_numero;end_complemento;end_bairro;mun_descricao;end_uf;end_cep;telefone1;telefone2;telefone3;qtde_func;faixa_faturamento;cnae;cnae_denominacao;pri_produto;e-mail;site;principal_executivo;cargo;cadastro;atualizacao;Endereço;geolocalizacao;latitude;longitude
02.524.491/0001-03;Retec Tecnologia em Residuos Eireli;Retec Residuos ;Via Ipitanga;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-7201;(71) 3341-1341;;108;12.000.001,00 a 25.000.000,00;E3822000;Tratamento e disposição de resíduos perigosos;Coleta de residuos nao-perigosos e perigosos, Gerenciamento de residuos, Tratamento e disposicao de residuos perigosos e nao-perigosos;idailson.gonzaga@grupogvc.eco.br;www.retecresiduos.com.br;Vitor Carvalho da Silva;Diretor Comercial;2012-10-26 00:00:00;2022-04-29 00:00:00;Via Ipitanga, S/N, CIA Sul, Simoes Filho, BA;Via Ipitanga, Simões Filho - BA, 43700-000, Brazil;-12.8419257;-38.4299882
10.888.877/0001-14;Tecnocoat do Brasil Industria e Comercio de Tintas Ltda;Tecnocoat do Brasil Industria e Comercio;Via Dica Anel III;472;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-2661;(71) 3594-9444;(71) 99106-2400;6;1.500.001,00 a 3.000.000,00;C2071100;Fabricação de tintas, vernizes, esmaltes e lacas;Tinta industrial (epox, poliuretano, esmalte sintetico), Verniz industrial;comercial1@tecnocoatdobrasil.com.br;www.tecnocoatdobrasil.com.br;Rodrigo Quadros Fernandes Costa;Socio;2012-11-06 00:00:00;2022-12-07 00:00:00;Via Dica Anel III, 472, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
03.509.978/0026-20;Facchini S/A;Facchini;Via Periferica I;5328;;CIA Sul;Simoes Filho;BA;43700000;(71) 3173-9900;(71) 3173-9928;;69;12.000.001,00 a 25.000.000,00;C2930101;Fabricação de cabines, carrocerias e reboques para caminhões;Cacamba sobre chassis, Furgao sobre chassis, Kit furgao, Carroceria sem chassi;josino@facchini.com.br;www.facchini.com.br;Josino da Silva Onca Filho;Gerente Administrativo;2010-05-11 00:00:00;2022-10-24 00:00:00;Via Periferica I, 5328, CIA Sul, Simoes Filho, BA;Via periferica I, 5328, Simões Filho - BA, 43700-000, Brazil;-12.832836;-38.4130288
03.479.246/0001-86;Vertical Equipamentos Ltda;Vertical;Via da Torres;967;;CIA Sul;Simoes Filho;BA;43700000;(71) 3392-1839;(71) 3392-4077;;135;12.000.001,00 a 25.000.000,00;F4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Locacao e remocao de equipamento (guindaste);adm@verticalequipamentos.com.br;www.verticalequipamentos.com.br;Myla Cohim Alves;Socia Administradora;2012-12-20 00:00:00;2023-08-15 00:00:00;Via da Torres, 967, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
06.086.223/0001-08;Apoio Ambiental Comercio, Servicos e Industria Ltda;Apoio Ambiental;Rod BR-324 Km 17;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 99964-2815;(71) 98103-3158;(71) 4117-0473;46;12.000.001,00 a 25.000.000,00;E3832700;Recuperação de materiais plásticos;Resina de polietileno reciclada, Polipropileno, Residuo de PET;financeiro@apoioambiental.com.br;www.apoioambiental.com.br;Nabor de Jesus Filho;Socio;2011-01-11 00:00:00;2022-09-02 00:00:00;Rod BR-324 Km 17, S/N, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, Simões Filho - BA, Brazil;-12.7833653;-38.4133446
00.694.545/0001-45;Recapagem Pneuforte Ltda;Pneuforte;Rodovia BR-324 Km 17;S/N;;CIA Sul;Simoes Filho;BA;43700000;(75) 98158-5160;(71) 98895-1779;;30;6.000.001,00 a 12.000.000,00;C2212900;Reforma de pneumáticos usados;Reforma de pneu;eliomar@pneuforte.com;;Jose Ricardo Lima Mozart;Socio Administrador;2011-03-17 00:00:00;2022-10-05 00:00:00;Rodovia BR-324 Km 17, S/N, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, Simões Filho - BA, Brazil;-12.7709084;-38.4204074
10.454.979/0001-21;Originalle Industria e Comercio de Moveis Ltda;Originalle Moveis Planejados;Rua Dr Adalberto Ferreira de Paula;592;;CIA Sul;Simoes Filho;BA;43700000;(71) 3379-3898;(71) 3369-3743;(71) 99270-0700;14;720.001,00 a 1.500.000,00;C3101200;Fabricação de móveis com predominância de madeira;Movel planejado;rosane@originallemoveis.com.br;www.originallemoveis.com.br;Rosane Barbosa Nepomuceno;Socia;2011-03-23 00:00:00;2023-03-29 00:00:00;Rua Dr Adalberto Ferreira de Paula, 592, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
02.701.679/0001-71;Resintec Industria Ltda;Resintec;Via da Adutora;S/N;Acesso C;CIA Sul;Simoes Filho;BA;43700000;(71) 99144-8617;(71) 3594-9828;(71) 99142-8693;22;1.500.001,00 a 3.000.000,00;C2229303;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;Caixa de agua, ETE-Estacao de Tratamento de Esgoto e Efluentes, Caixa de gordura simples e industrial, Reservatorio subterraneo, ETA-Estacao de Tratamento de Agua, SAO-Separador de Agua e Oleo, Revestimento em tanque, Agitadores, Vaso de pressao, Tanque i;contato@resintec.com.br;www.resintec.com.br;Antonio Fernando Almeida;Socio Administrador;2011-03-31 00:00:00;2022-12-16 00:00:00;Via da Adutora, S/N, Acesso C, CIA Sul, Simoes Filho, BA;Via da Adutora, Simões Filho - BA, 43700-000, Brazil;-12.8330314;-38.410326
00.981.451/0003-19;GCP Brasil Industria e Comercio de Produtos Quimicos;GCP;Rod CIA Aeroporto Km 1;1321;Terreo;CIA Sul;Simoes Filho;BA;43700000;(71) 3444-4700;(15) 3235-4700;(15) 3235-4774;10;3.000.001,00 a 6.000.000,00;C2099199;Fabricação de outros produtos químicos não especificados anteriormente;Aditivo de cimento e concreto;;;Jose Fernandez;Gerente de Planta;2011-07-15 00:00:00;2022-08-01 00:00:00;Rod CIA Aeroporto Km 1, 1321, Terreo, CIA Sul, Simoes Filho, BA;BA-526, KM 01 - 1321 - CIA SUL, Simões Filho - BA, 43700-000, Brazil;-12.8247503;-38.39474999999999
05.232.089/0001-35;B3 Industria de Embarcacoes Ltda;Estaleiro B3;Via Periferica I;4442;Anexo;CIA Sul;Simoes Filho;BA;43700000;(71) 98715-9399;(71) 99126-0061;;27;1.500.001,00 a 3.000.000,00;C3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;Fabricacao e manutencao de embarcacao, Lancha escolar;fiscal@grupob3.com.br;www.estaleirob3.com.br;Danilton Camilo da Cunha;Diretor Presidente;2011-07-26 00:00:00;2023-02-16 00:00:00;Via Periferica I, 4442, Anexo, CIA Sul, Simoes Filho, BA;Via Periferica I, 4442 - A Definir, Simões Filho - BA, 43700-000, Brazil;-12.823443;-38.41914
02.065.406/0001-88;Cardan Bahia Industria e Comercio de Pecas Ltda;Cardan Bahia;Rodovia BR-324;S/N;Km 17;CIA Sul;Simoes Filho;BA;43700000;(71) 3443-1300 ;(71) 3301-4084;;8;3.000.001,00 a 6.000.000,00;C3314705;Manutenção e reparação de equipamentos de transmissão para fins industriais;Fabricacao e restauracao de peca (eixo cardan e barra de direcao);sac@cardanbahia.com.br;www.cardanbahia.com.br;Alex Silvio dos Santos;Diretor;2011-07-26 00:00:00;2023-05-30 00:00:00;Rodovia BR-324, S/N, Km 17, CIA Sul, Simoes Filho, BA;Rodovia BR-324, S/N - Valéria, Simões Filho - BA, 43700-000, Brazil;-12.8571809;-38.4212909
10.328.828/0001-27;Mix Solucoes Ambientais Ltda;Mix Solucoes Ambientais;Via Periferica II;131;;CIA Sul;Simoes Filho;BA;43700000;(71) 3288-6864;(71) 3288-6264;;9;120.001,00 a 720.000,00;E3812200;Coleta de resíduos perigosos;Tratamento e disposicao de residuos industriais, Coleta e transporte de residuos industriais;adm@mixsolucoesambientais.com.br;www.mixsolucoesambientais.com.br;Lucas Borges Ferreira Costa;Socio Diretor;2012-01-23 00:00:00;2023-03-30 00:00:00;Via Periferica II, 131, CIA Sul, Simoes Filho, BA;Via Periférica 2, Simões Filho - BA, 43700-000, Brazil;-12.8162229;-38.4390191
15.120.702/0004-29;Civil Industrial e Comercial Ltda;Civil Premoldados;Via Ipitanga;S/N;;CIA Sul;Simoes Filho;BA;43700971;(71) 3594-9712 ;(71) 3215-8080;(71) 3594-9898;130;12.000.001,00 a 25.000.000,00;C2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;Bloco, Piso intertravado, Meio-fio, Pisograma, Canaleta, Estrutura de concreto armado;premoldados@civil.com.br;www.civil.com.br;Eduardo Meirelles Valente;Socio;2012-07-12 00:00:00;2022-11-30 00:00:00;Via Ipitanga, S/N, CIA Sul, Simoes Filho, BA;Via Ipitanga, Simões Filho - BA, 43700-000, Brazil;-12.8419257;-38.4299882
15.920.007/0001-07;Semonordeste Brasil Industria e Com de Produtos de Limpeza Ltda;Semonordeste Brasil;Via de Penetracao C;216;Anexo a Via Periferica;CIA Sul;Simoes Filho;BA;43700000;(71) 3011-1711;(71) 99161-1711;(71) 99329-4611;45;1.500.001,00 a 3.000.000,00;C2062200;Fabricação de produtos de limpeza e polimento;Aromatizante, Amaciante, Tira mancha, Sabao de coco, Desengordurante;delfim@grupodelfim.com.br;www.grupodelfim.com.br;Carlos Alberto Delfim Monteiro;Socio Proprietario;2013-10-30 00:00:00;2023-08-04 00:00:00;Via de Penetracao C, 216, Anexo a Via Periferica, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
17.114.771/0001-02;RDA Montagem Ltda;RDA Engenharia;Rua Vivaldo Paim 1;295;Planta 3, Fazenda Rancho Alegre;CIA Sul;Simoes Filho;BA;43700000;(71) 99950-3414;;;130;3.000.001,00 a 6.000.000,00;F4292802;Obras de montagem industrial;Montagem de estrutura metalica, Servico de tratamento e revestimento, Pintura;nadija.queiroz@rdaengenharia.com;https://rdaengenharia.com/;Ricardo de Alencar Carvalho Santos;Socio;2013-11-28 00:00:00;2023-10-10 00:00:00;Rua Vivaldo Paim 1, 295, Planta 3, Fazenda Rancho Alegre, CIA Sul, Simoes Filho, BA;R. Vivaldo Pain, 1 - 295, Simões Filho - BA, 43700-000, Brazil;-12.8371526;-38.3996005
08.885.357/0001-06;PJB Construcao Aluguel de Maquinas e Servicos de Lanternagem Ltda;;Via Acesso II BR-324;1601;;CIA Sul;Simoes Filho;BA;43700000;(71) 3623-4697 ;(71) 98243-9425;;27;720.001,00 a 1.500.000,00;F4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Construcao civil, Locacao de equipamento;contato@pjbservicos.com.br;www.pjbservicos.com.br;Paulo Jose Bahia de Souza;Administrador;2013-11-29 00:00:00;2023-07-27 00:00:00;Via Acesso II BR-324, 1601, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, 1601 - Lot. Recanto dos Eucaliptos, Simões Filho - BA, 43700-000, Brazil;-12.8009839;-38.4041669
01.685.556/0011-01;Knauf Isopor Ltda;Knauf Isopor Ltda;Rod BR-324 Km 18;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-8008;(71) 99204-8052;;21;6.000.001,00 a 12.000.000,00;C2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;Pecas tecnicas, Utilidades domesticas, Embalagens em isopor;carlos.graziani@knauf.com;www.knauf-isopor.com.br;Carlos Graziani;Gerente de Unidade;2014-02-21 00:00:00;2023-11-24 00:00:00;Rod BR-324 Km 18, S/N, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, Simões Filho - BA, Brazil;-12.7833653;-38.4133446
02.271.201/0008-25;Asperbras Tubos e Conexoes Ltda;Asperbras;Via de Penetracao I;590;Galpao 1;CIA Sul;Simoes Filho;BA;43700000;(71) 2106-4000;(71) 2106-4020 ;;90;3.000.001,00 a 6.000.000,00;C2221800;Fabricação de laminados planos e tubulares de material plástico;Tubo de PVC, Conexoes, Mangueira de polietileno;sergio.assi@asperbras.com;www.asperbras.com.br;Francisco Carlos Jorge Colnaghi;Diretor;2014-03-21 00:00:00;2022-08-12 00:00:00;Via de Penetracao I, 590, Galpao 1, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
17.717.804/0001-09;Ecologica Nordeste Eireli;Ecologica Nordeste;Via Dica Anel II;425;Qd 7 Lt 1;CIA Sul;Simoes Filho;BA;43700000;(71) 3450-2608;(71) 99958-5178;;61;6.000.001,00 a 12.000.000,00;E3822000;Tratamento e disposição de resíduos perigosos;Transporte, tratamento e destinacao de residuos industriais;renildo.souza@ambipar.com;;Hugo Camboim;Socio;2014-03-21 00:00:00;2023-12-21 00:00:00;Via Dica Anel II, 425, Qd 7 Lt 1, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
01.568.077/0011-05;Stericycle Gestao Ambiental Ltda;Stericycle;Distrito 2.4.10 - Via de Penetracao A;S/N;Lote 04;CIA Sul;Simoes Filho;BA;43700000;(71) 99936-7691;(71) 3415-9313;(71) 3415-9304;76;12.000.001,00 a 25.000.000,00;E3822000;Tratamento e disposição de resíduos perigosos;Coleta de residuos perigosos, Tratamento de residuos hospitalares;atendimento@stericycle.com;www.stericycle.com.br;Renato Montagnini;Diretor Presidente;2014-04-08 00:00:00;2022-10-26 00:00:00;Distrito 2.4.10 - Via de Penetracao A, S/N, Lote 04, CIA Sul, Simoes Filho, BA;Via de Penetração A, 10 - 04 - Nova Brasília de Valéria, Salvador - BA, 41307, Brazil;-12.8456676;-38.4491845
06.117.418/0001-60;Wilson Comercio e Industria de Vidros do Brasil Ltda;Norvidro;Via Urbana;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 3394-1440;;;54;6.000.001,00 a 12.000.000,00;C2319200;Fabricação de artigos de vidro;Box, Tampo de mesa, Espelho, Porta de vidro, Janela;wilsonvidrosba@hotmail.com;;Louise Martins de Oliveira Chaves;Socia Proprietaria;2014-05-07 00:00:00;2023-08-21 00:00:00;Via Urbana, S/N, CIA Sul, Simoes Filho, BA;Simoes Filho, Simões Filho - State of Bahia, Brazil;-12.7862756;-38.402154
17.424.709/0001-17;Elite Metais Ltda;Elite Metais;Via Periferica I, Penetracao C;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 99377-3020;(71) 98717-4448;(71) 98884-3362;12;1.500.001,00 a 3.000.000,00;C2511000;Fabricação de estruturas metálicas;Caldeiraria, Estrutura metalica, Tanque, Tubulacao industrial;elitemetais.contatos@hotmail.com;www.elitemetais.com.br;Alexsandro Sousa dos Reis;Administrador;2015-07-31 00:00:00;2023-07-11 00:00:00;Via Periferica I, Penetracao C, S/N, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
01.863.739/0001-90;Cobertech Comercio Industria e Servicos Ltda;Cobertech ;Via de Penetracao I;833;Setor A;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-8092;(71) 99982-0310;;10;120.001,00 a 720.000,00;F4292801;Montagem de estruturas metálicas;Estrutura metalica em geral;cobertech@cobertech.com.br;www.cobertech.com.br;Manoel Carlos Bouzas Aspera;Socio Administrador;2015-05-11 00:00:00;2023-01-24 00:00:00;Via de Penetracao I, 833, Setor A, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
18.801.499/0002-82;Novakem Industria Quimica Ltda;Novakem;Via Periferica I;5352;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9693;;;23;50.000.001,00 a 100.000.000,00;C2099199;Fabricação de outros produtos químicos não especificados anteriormente;Especialidades quimicas para construcao civil, Produtos quimicos para mineracao;financeiro1@novakem.com.br;www.novakem.com.br;Luiz Santos Leal;Socio;2015-04-16 00:00:00;2023-12-29 00:00:00;Via Periferica I, 5352, CIA Sul, Simoes Filho, BA;Via Periferica I, 5352 - A Definir, Simões Filho - BA, 43700-000, Brazil;-12.8272153;-38.412992
06.561.154/0001-39;Fincolor Industria e Comercio de Pigmentos e Aditivos Ltda;Fincolor;Via Urbana;2199;Galpao 03;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9692;(71) 3594-7381;(71) 3594-9482;5;120.001,00 a 720.000,00;C2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;Pasta corante, Pigmento para tingir couro sintetico;fincolor@fincolor.com.br;www.fincolor.com.br;Giovanni Pisanu;Socio Administrador;2013-05-27 00:00:00;2023-11-07 00:00:00;Via Urbana, 2199, Galpao 03, CIA Sul, Simoes Filho, BA;Prq Pólo Calcadista - Vila CIA Sul, 3, Simões Filho - BA, 43700-000, Brazil;-12.8276848;-38.4011296
15.755.212/0001-56;Ecofibra Embalagens Ltda;Ecofibra Embalagens;Via Acesso II;2041;BR-324;CIA Sul;Simoes Filho;BA;43700000;(71) 2109-0230;;;75;6.000.001,00 a 12.000.000,00;C1731100;Fabricação de embalagens de papel;Caixa de papel, Bobina de papel ondulado, Chapa de papelao ondulado;eduardo@ecofibraembalagens.com.br;;Fernanda Bevilacqua Astolphi;Socia Diretora;2013-08-23 00:00:00;2023-03-06 00:00:00;Via Acesso II, 2041, BR-324, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, 2041 - Lot. Recanto dos Eucaliptos, Simões Filho - BA, 43700-000, Brazil;-12.8119078;-38.4046644
21.871.257/0001-99;Norib Distribuidora de Materiais Higienicos Eireli;Norib Industria e Comercio Ltda;Via Dica Anel III;1001;Lote 4 Qd 10;CIA Sul;Simoes Filho;BA;43700000;(71) 3503-1616;;;18;120.001,00 a 720.000,00;C1742799;Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente;Papel higienico, Lencol, Papel toalha, Bobina;adm@flamagel.com.br;;Fernando Ney Lima Biron;Socio;2018-07-30 00:00:00;2022-11-17 00:00:00;Via Dica Anel III, 1001, Lote 4 Qd 10, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
04.377.562/0001-00;Polinor Ind e Com de Produtos Quimicos e Petroquimicos Eireli;Polinor;Via Periferica II;1221;;CIA Sul;Simoes Filho;BA;43700000;(71) 98668-0705;;;2;0,00 a 120.000,00;C2099199;Fabricação de outros produtos químicos não especificados anteriormente;Policloreto de aluminio;polinorquimica@gmail.com;;Kathy Elaine Carbonar Tararan;Proprietaria;2018-08-02 00:00:00;2022-11-11 00:00:00;Via Periferica II, 1221, CIA Sul, Simoes Filho, BA;Via Periférica 2, 1221, Simões Filho - BA, 43700-000, Brazil;-12.8153074;-38.4396339
02.524.491/0003-67;Retec Tecnologia em Residuos Eireli;Retec;Acesso 1;413;;CIA Sul;Simoes Filho;BA;43700000;(71) 3341-1341;(71) 3594-7201;(71) 2137-7006;108;1.500.001,00 a 3.000.000,00;E3822000;Tratamento e disposição de resíduos perigosos;Tratamento de residuos hospitalares e industriais;financeiro@retecresiduos.com.br;www.retecresiduos.com.br;Vitor Carvalho da Silva;Socio Gerente;2018-08-07 00:00:00;2022-08-24 00:00:00;Acesso 1, 413, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
28.675.195/0001-99;Techbras Equipamentos Industriais Ltda;Techbras;Via Periferica II;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 99131-6249;(71) 3525-6800;;60;12.000.001,00 a 25.000.000,00;C2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;Trocador de calor, Vaso de pressao, Tanque de armazenamento, Reator quimico, Coluna de processo, Queimador tipo flare, Unidades modularizadas;valdir.antonio@techbras.ind.br;www.techbras.ind.br;Valdir Antonio de Jesus;Socio Administrador;2018-08-21 00:00:00;2023-12-21 00:00:00;Via Periferica II, S/N, CIA Sul, Simoes Filho, BA;Via Periférica 2, Simões Filho - BA, 43700-000, Brazil;-12.8162229;-38.4390191
07.277.109/0001-10;Stern Servicos Industriais Ltda;Stemil Servicos Industriais;Via Coletora;594;Galpao 02, Lote 13 Qd D;CIA Sul;Simoes Filho;BA;43700000;(71) 99119-1569;(71) 99939-1388;;10;720.001,00 a 1.500.000,00;C2511000;Fabricação de estruturas metálicas;Manutencao de maquina industrial;stern2015@bol.com.br;;Jose Carmo Dias;Socio Administrador;2018-08-22 00:00:00;2022-11-07 00:00:00;Via Coletora, 594, Galpao 02, Lote 13 Qd D, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
21.504.815/0001-88;Mania Mineira Industria e Comercio Eireli;Dica Mineira;Via das Torres;617;Galpao 3;CIA Sul;Simoes Filho;BA;43700000;(71) 3385-5181;(71) 3394-1079;(71) 3257-6460;6;120.001,00 a 720.000,00;C1091101;Fabricação de produtos de panificação Industrial;Pao de queijo;contato@maniamineira.com.br;www.dicamineira.com.br;Arilson Moreira de Souza;Socio Administrador;2018-09-05 00:00:00;2022-10-28 00:00:00;Via das Torres, 617, Galpao 3, CIA Sul, Simoes Filho, BA;Via das Torres, 617, Simões Filho - BA, 43700-000, Brazil;-12.8365305;-38.4262807
22.465.802/0001-00;Newhome Construtora e Incorporadora Ltda;Newhome;Acesso C, Via da Adutora;S/N;Sala 2-B;CIA Sul;Simoes Filho;BA;43700000;(71) 99332-2231;;;10;120.001,00 a 720.000,00;F4120400;Construção de edifícios;Construcao residencial;newhome.construtora@gmail.com;;Marconi Moraes Almeida;Socio;2018-04-17 00:00:00;2022-12-16 00:00:00;Acesso C, Via da Adutora, S/N, Sala 2-B, CIA Sul, Simoes Filho, BA;Via da Adutora, Simões Filho - BA, 43700-000, Brazil;-12.8330314;-38.410326
10.793.521/0001-05;Brastrak Industria, Comercio, Importacao e Exportacao Ltda;Brastrak;Via Periferica II;882;;CIA Sul;Simoes Filho;BA;43700000;(71) 3422-5900;(71) 98196-0972;(71) 98196-2449;4;1.500.001,00 a 3.000.000,00;C2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;Pecas para tratores (dentes, laminas, conchas, parafusos);brastrak@brastrak.com.br;www.brastrak.com.br;Sasa Ostrouska;Socio;2018-05-28 00:00:00;2023-11-29 00:00:00;Via Periferica II, 882, CIA Sul, Simoes Filho, BA;Via Periférica 2, 882, Simões Filho - BA, 43700-000, Brazil;-12.8187862;-38.4354132
22.506.865/0001-67;Artc Arte e Tecnica em Caldeiraria e Manutencao Eireli;Artc;Via de Penetracao A;S/N;Lote 05 Galpao 1 e 2;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-9053;(71) 99617-5006;;19;720.001,00 a 1.500.000,00;C2513600;Fabricação de obras de caldeiraria pesada;Trocador de calor, Vaso de pressao, Tanque, Tubulacao, Estrutura metalica, Filtro;artc.caldeiraria@gmail.com;;Jose Marcelino de Oliveira;Proprietario;2018-05-30 00:00:00;2022-09-12 00:00:00;Via de Penetracao A, S/N, Lote 05 Galpao 1 e 2, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
20.906.279/0001-84;Bondenegocios Embalagens e Servicos Ltda;Bondenegocios;Via Acesso II BR-324;241;Galpao, Fundos;CIA Sul;Simoes Filho;BA;43700000;(71) 99258-0019;(71) 99258-0706;;8;720.001,00 a 1.500.000,00;C1733800;Fabricação de chapas e de embalagens de papelão ondulado;Caixa de papelao;tonnz@yahoo.com.br;;Airton Moraes Pereira ;Socio Administrador;2018-05-30 00:00:00;2022-09-09 00:00:00;Via Acesso II BR-324, 241, Galpao, Fundos, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, 241 - Lot. Recanto dos Eucaliptos, Simões Filho - BA, 43700-000, Brazil;-12.8176777;-38.406736
03.353.785/0006-89;ICL Brasil Ltda;;Via Periferica Waldyr Beira;1345;Nr Ant 6193 Sala L;CIA Sul;Simoes Filho;BA;43700000;(11) 2155-4500;(11) 94112-7309;;55;1.500.001,00 a 3.000.000,00;C2013402;Fabricação de adubos e fertilizantes, exceto organominerais;Fertilizante NPK (Agroblen, Agrocote, Osmocote);djalma.paiva@icl-group.com;www.iclbrasil.com.br;Carlos Eduardo Ruberti Perizzotto;Representante Legal;2018-06-15 00:00:00;2022-07-11 00:00:00;Via Periferica Waldyr Beira, 1345, Nr Ant 6193 Sala L, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
23.476.671/0001-29;Inopetro do Brasil Ltda;Inopetro do Brasil;Via de Penetracao IV;477;Lote 06;CIA Sul;Simoes Filho;BA;43700000;(71) 3641-2181;(71) 99297-2982;;20;1.500.001,00 a 3.000.000,00;C2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;Desemulsificante, Aditivo, Inibidor de corrosao, Inibidor de hidrato, Desincrustante;financeiro@inopetro.com.br;www.inopetro.com.br;Leildes Santos Teles Costa;Socio Administrador;2018-06-15 00:00:00;2023-10-23 00:00:00;Via de Penetracao IV, 477, Lote 06, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
21.845.732/0001-52;Ecoclean Industria e Comercio de Produtos de Limpeza Ltda;Ecoclean;Via Periferica Waldyr Beira;81;Galpao E;CIA Sul;Simoes Filho;BA;43700000;(71) 99161-8519;;;3;120.001,00 a 720.000,00;C2062200;Fabricação de produtos de limpeza e polimento;Desengraxante;gueltonmenezes@ecoclean.ind.br;www.ecoclean.ind.br;Guelton da Cruz Menezes;Socio Administrador;2018-06-19 00:00:00;2022-01-03 00:00:00;Via Periferica Waldyr Beira, 81, Galpao E, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
13.078.518/0001-90;Fundacao Baiana de Pesquisa Cientifica e Desenv Tecnologico, Fornecimento e Dist de Medic-Bahiafarma;Bahiafarma;Rod BR-324 - Acesso II;1241;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-1552;;;44;250.000.001,00 a 500.000.000,00;C2121101;Fabricação de medicamentos alopáticos para uso humano;Cabergolina 0,5 mg, Sevelamer 800mg, Micofenolato de sodio 180mg e 360mg, Insulina Humana Regular, Insulina Humana NPH, Teste Rapido Zika NS1, Teste Rapido Sifilis, Teste Rapido Dengue NS1, Kit de Extracao de RNA, Teste Rapido Leishmaniose, Teste Rapido H;leo.fagundes@bahiafarma.ba.gov.br;http://bahiafarma.ba.gov.br/;Leo Rocha Fagundes;Diretor Presidente;2015-09-09 00:00:00;2023-02-13 00:00:00;Rod BR-324 - Acesso II, 1241, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 1241, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
